companyLabel,companyName
BRT Laboratories,"BRT Laboratories, Inc"
BWIA West Indies Airways,BWIA West Indies Airways Ltd.
Badass (bridges),Badass
Balaji Motion Pictures,Balaji Motion Pictures
Balaji Telefilms,Balaji Telefilms
Baltimore Technologies,"Baltimore Technologies, Plc"
Banca IMI,Banca IMI
Banco Santander,"Banco Santander, S.A."
Banco do Brasil,Banco do Brasil S.A.
Bang & Olufsen,Bang & Olufsen A/S
Bangladesh Ordnance Factories,Bangladesh Ordnance Factories
Bank South Pacific,Bank South Pacific Limited
Bank of Ceylon,Bank of Ceylon
Bank of China,Bank of China Limited
Bank of Cyprus,Bank of Cyprus Public Company Ltd
Bank of Cyprus,Τράπεζα Κύπρου Δημόσια Εταιρεία Λίμιτεδ
Bank of East Asia,The Bank of East Asia Limited
Barnes & Noble,"Barnes & Noble, Inc."
Barneys New York,Barneys New York
Bass Pro Shops,Bass Pro Shop
Batteries Included (company),Batteries Included
Bayside Marketplace,Bayside Marketplace
Bealls (Florida),"Bealls, Inc."
Bealls (Texas),Bealls
Beamish and Crawford,Beamish and Crawford
Beaulieu Vineyard,Beaulieu Vineyard
Becton Dickinson,"Becton, Dickinson and Company"
Belair (airline),Belair
BellSouth,BellSouth Corporation
Belvedere (vodka),Belvedere
Ben & Jerry's,"Ben & Jerry’s Homemade Holdings, Inc."
Bench (British clothing brand),Bench.
Bench (Philippine clothing brand),BENCH/
Bench Accounting,"Bench Accounting, Inc."
Benson Records,Benson Records
Bergdorf Goodman,Bergdorf Goodman
Bergen Air Transport,Bergen Air Transport
Bess Eaton,Bess Eaton Donut Flour Company Incorporated
Best Buy,Best Buy
Beth Krom,Beth Krom
Bethlehem Records,Bethlehem Records
Bethlehem Steel,Bethlehem Steel Corporation
Bible Broadcasting Network,Bible Broadcasting Network
Big Blue Bubble,Big Blue Bubble
Big Fish Games,"Big Fish Games, Inc."
Big Five Software,Big Five Software
Bine Consulting,Bine Consulting Corp.
Binter Canarias,Binter Canarias
Birdy Airlines,Birdy Airlines
Birmingham Midshires,Bank of Scotland Plc
Bizarre Creations,Bizarre Creations
Black & Veatch,Black & Veatch
Black Diamond Equipment,Black Diamond Equipment
Black Velvet (whisky),Black Velvet
Blackboard Inc.,Blackboard
Blackstone & Co,Blackstone & Co Ltd
Blackstone Audio,"Blackstone Audio, Inc."
Blade (company),"Fly BLADE, Inc."
Bleacher Report,"Bleacher Report, Inc"
Bliss (image),Bliss
Bliss (spa),"Blissworld, LLC."
Blue Fang Games,Blue Fang Games
Blue Planet Software,Blue Planet Software
Blue Ridge Capital,"Blue Ridge Capital Holdings, LLC"
Blue Ridge Communications,Blue Ridge Communications
Blue Shield of California,Blue Shield of California
"Blyth, Inc.",Blyth Incorporated
Boating Camping and Fishing,Boating Camping and Fishing
Boehringer Ingelheim,C. H. Boehringer Sohn AG & Co. KG
Bohemia Interactive,Bohemia Interactive a.s.
Boku mobile payments,Boku
Bolliger & Mabillard,Bolliger & Mabillard Consulting Engineers Inc.
Bon Festival,Bon Festival
Booster Juice,Booster Juice Ltd
Borden Milk Products,Borden Milk Products
Bork (company),BORK Elektronik GmbH
Boss Corporation,Boss Corporation
Boston Acoustics,Boston Acoustics
Bottega Veneta,Bottega Veneta
Bowman Gilfillan,Bowmans Inc
Brains Brewery,SA Brain & Company Ltd
Braintree (company),Braintree
Braniff International Airways,Braniff International Airways
Bravo Airlines,Bravo Airlines
Bravo Brio Restaurant Group,Bravo Brio Restaurant Group
Bravo Music,Bravo Music
Bravo Telecom,Bravo Telecom
Bredbandsbolaget,Bredbandsbolaget
Briggs Automotive Company,Briggs Automotive Company Ltd
Brighton Collectibles,Brighton Collectibles
Bristol Aeroplane Company,Bristol Aeroplane Company
Bristol Cars,Bristol Cars
Bristol Commercial Vehicles,Bristol Commercial Vehicles
Bristol Omnibus Company,Bristol Omnibus Company
Bristol Paint,Bristol Paint
Bristow Helicopters,Bristow Helicopters
Brit plc,Brit Ltd
British-India Steam Navigation Company,British India Steam Navigation Company
British Aircraft Corporation,British Aircraft Corporation
British American Tobacco,British American Tobacco plc
British Athletes Commission,The British Athletes Commission Ltd
British European Airways,British European Airways
British Knights,British Knights
British Leyland,British Leyland
British Railways Board,British Railways Board
British Shipbuilders,British Shipbuilders Corporation
British Sugar,British Sugar
British Waterways,British Waterways
Brockton Area Transit Authority,Brockton Area Transit Authority
Brompton Bicycle,Brompton Bicycle
Brooklyn Brewery,Brooklyn Brewery
Brooks Brothers,Brooks Brothers
Browning Arms Company,Browning Arms
Bryn Mawr Trust Company,Bryn Mawr Trust
Buca di Beppo,"Buca, Inc."
Buchanan's,Buchanan's
Bureau Veritas,Bureau Veritas S.A.
Burns London,Burns London
Bursa Malaysia,Bursa Malaysia Berhad
Bursa Malaysia,بورسا مليسيا برحد
BTR plc,BTR plc
Bausch & Lomb,Bausch + Lomb
BioWare,BioWare
Bitstream Inc.,Bitstream Inc.
Blohm + Voss,Blohm + Voss GmbH
Blue Note Records,Blue Note Records
Borders Group,"Borders Group, Inc."
Burmeister & Wain,Burmeister & Wain
Blue Moon Tavern,Blue Moon Tavern
Blufin,Blufin S.p.A
BAE Systems Maritime – Submarines,BAE Systems Maritime - Submarines
"Baby, The Stars Shine Bright","Baby, The Stars Shine Bright"
Bad Animals Studio,Bad Animals Studio
Belarusfilm,Belarusfilm Film Studios
Belgica Mountains,Belgica Mountains
Belgrade Stock Exchange,Beogradska berzaa.d.
Belhaven Brewery,Belhaven
Berliner Verkehrsbetriebe,Berliner Verkehrsbetriebe (BVG)
Bern's Steak House,Bern's Steak House
Bharat Earth Movers,Bharat Earth Movers Limited
Bharat Earth Movers,भारत अर्थ मूवर्स लिमिटेड
Bhilai Steel Plant,SAIL-Bhilai Steel Plant
Big Blue Bug Solutions,Big Blue Bug Solutions
Billings Metropolitan Transit,MET Transit System
Boosey & Hawkes,Boosey & Hawkes
Brasserie Caracole,Brasserie Caracole
Brasserie d'Achouffe,Brasserie d'Achouffe
Brasserie du Bocq,Brasserie Du Bocq
Bremer Vulkan,Bremer Vulkan AG
B.net,B.net
Banco de Valencia,Banco de Valencia
Biosearch Technologies,"Biosearch Technologies, Inc."
Blue California,Blue California Company
Bokaro Steel Plant,AMIT ANAND KUMAR(SAIL)
Bumble Bee Foods,"Bumble Bee Foods, LLC"
B&G,B&G
B&R,Bernecker + Rainer Industrie-Elektronik
B/E Aerospace,"B/E Aerospace, Inc."
B2W,B2W Companhia Digital
BAE Systems Maritime – Naval Ships,BAE Systems Maritime – Naval Ships
BAW,"Beijing Automobile Works Co., Ltd."
BA Systems,BA Systems
BC Partners,BC Partners
BDA Partners,BDA Partners
BDMI,BDMI
BGW Systems,"BGW Systems, Inc."
BH Global,BH Global
BIGFlix,BIGFlix
BIGLOBE,"NEC BIGLOBE, Ltd."
BIGLOBE,NECビッグローブ株式会社
BISD-TV,BISD-TV 30
BOC Hong Kong (Holdings),BOC Hong Kong (Holdings) Limited
BOC Hong Kong (Holdings),中銀香港(控股)有限公司
BSH Hausgeräte,BSH Hausgeräte GmbH
BTCL,Bangladesh Telecommunications Company Limited (BTCL)
Babaroga (company),Babaroga
BabyFirst,BabyFirst
Bache-Gabrielsen,Bache-Gabrielsen
Backes & Strauss,Backes & Strauss
Bahria Town,Bahria Town Private Limited.
"Baker, Donelson, Bearman, Caldwell & Berkowitz","Baker, Donelson, Bearman, Caldwell & Berkowitz P.C."
BakerHostetler,BakerHostetler
"Baker Tilly Virchow Krause, LLP","Baker Tilly Virchow Krause, LLP"
Bakers Investment Group,Bakers Investment Group
Bakkavör,Bakkavor Group Ltd
Baldinger's Market,Baldinger's Market
Ballard Spahr,Ballard Spahr LLP
Banca March,Banca March
Banca Popolare di Verona,Banca Popolare di Verona
Banco AV Villas,Banco AV Villas
Bank Pekao,Bank Pekao SA
Bank for Investment and Development of Vietnam,Joint Stock Commercial Bank for Investment and Development of Vietnam
Bank of Beirut,Bank of Beirut S.A.L
Bank of Ningbo,Bank of Ningbo Company Limited
Bank of Ningbo,寧波銀行股份有限公司
Bank of Rajasthan,The BANK OF RAJATHAN Ltd.
Bank of Åland,Ålandsbanken
Bank of Åland,Bank of Åland Plc
Banpu,Banpu Public Company Limited
Bantrel Co.,Bantrel Company
BanxQuote,BanxQuote
Baotou Steel,Baotou Iron and Steel Group Company Limited
Baotou Steel,Inner Mongolia Baotou Steel Union Company Limited
Baotou Steel,內蒙古包钢钢联股份有限公司
Baotou Steel,包头钢铁集团有限公司
"Barfield, Inc.","Barfield, Inc."
Baristas,Baristas Corporation
Barnes & Thornburg,Barnes & Thornburg LLP
Barr Construction,Barr Construction
Bascol,"Bascol SGPS, S.A."
Bastø Fosen,Bastø Fosen AS
Bathstore,bathstore
Bay of Plenty Polytechnic,Bay of Plenty Polytechnic
Bay of Plenty Polytechnic,Te Kuratini o Poike
Beacon Drive In,Beacon Drive In
Because Music,Because Music SARL
Beecher's Handmade Cheese,Beecher's Handmade Cheese
Beijing Capital International Airport Company Limited,Beijing Capital International Airport Company Limited
Beijing Capital International Airport Company Limited,北京首都机场股份有限公司
Beijing Enterprises,Beijing Enterprises Limited
Beijing Enterprises,北京控股有限公司
Belgo,Belgo
Belize Electricity Limited,Belize Electricity Limited
Bells Stores,Bells Stores Limited
Ben NL,Ben
Bendigo TAFE,Bendigo TAFE
Bengal Chemicals and Pharmaceuticals,Bengal Chemicals and Pharmaceuticals
Bengal Chemicals and Pharmaceuticals,बंगाल केमिकल्स एंड फार्मास्युटिकल्स
Bengal Chemicals and Pharmaceuticals,বেঙ্গল কেমিক্যালস এবং ফার্মাসিউটিক্যালস
Benjamin Moore & Co.,Benjamin Moore & Co.
Berendsen,Berendsen plc
Berendsohn,pacchiupi
Bergan Mercy Medical Center,Bergan Mercy Medical Center
Bergen Oilfield Services,Bergen Oilfield Services AS
Berkshire Partners,Berkshire Partners
Bersa,Bersa S.A.
Best Air,Best Air
Besturn,Besturn 奔腾
BetUS,BetUS
BetterSex,BetterSex.com
Bharat Bhari Udyog Nigam,Bharat Bhari Udyog Nigam
Bharat Bhari Udyog Nigam,भारत भारी उद्योग निगम
Bharat Dynamics Limited,Bharat Dynamics Limited
Bharat Dynamics Limited,भारत डायनेमिक्स लिमिटेड
Bharat Immunologicals and Biologicals Corporation,Bharat Immunologicals and Biologicals Corporation
Bharat Pumps & Compressors,Bharat Pumps & Compressors Limited
Bhushan Steel,Bhushan Steel
Bianchi Bicycles,F.I.V. Edoardo Bianchi S.p.A.
Bidtopia,Bidtopia
Biedronka,Jeronimo Martins Polska S.A.
Big Orange Clown Records,Big Orange Clown Records
Big Sky Motion Pictures,Big Sky Motion Pictures
Biobase (company),BIOBASE GmbH
Biovista,"Biovista, Inc."
Birra Menabrea,Birra Menabrea
BitArmor,"BitArmor Systems, Inc."
Black Hills Corporation,Black Hills Corporation
Blackland Records,Blackland Records
Blacks Outdoor Retail,Blacks Outdoor Retail Ltd.
"Blake, Cassels & Graydon","Blake, Cassels & Graydon LLP"
Blank Rome,Blank Rome LLP
Blasted Church Vineyards,Blasted Church Vineyards
Blitz Games Studios,Blitz Games Studios Limited
Blizzard Sport,Blizzard Sport GmbH
BlueBay Asset Management,BlueBay Asset Management
BlueFace,Blueface
BlueFish TV,BlueFish TV
Blue Mountain Vineyard,Blue Mountain Vineyard & Cellars
Blue Sky Pest Control,Blue Sky Pest Control
Blue Sky Vineyards,Blue Sky Vineyards
Blue Tree (boutique),Blue Tree
Bluebox Limited,Bluebox Films
BoE Stockbrokers,BoE Stockbrokers (Pty) Limited
BoatUS,BoatUS
Bobby Jack Brand,Bobby Jack
Bodegas Torres,Bodegas Torres
Bodegas Torres,(Miguel TorresSA)
Boeing Store,The Boeing Store
Boloco,Boloco
Bolsa de Valores y Productos de Asunción (BVPASA),Bolsa de Valores y Productos de Asunción
BoltBus,BoltBus
BonelliErede,BonelliErede
Book Depository,Book Depository
Book Soup,Book Soup
Bookeen,Bookeen
Booksfree,Booksfree
Born Uniqorn,Born Uniqorn
Bosideng,Bosideng International Holdings Limited
Bosideng,波司登国际控股有限公司
Bourne Capital,Bourne Capital
Bovet Fleurier,Bovet Fleurier SA
Boxer TV Ireland,Boxer DTT Limited
Braas Monier Building Group,Braas Monier Building Group S.A.
Brain's Base,Brain's Base.
Brain's Base,ブレインズ･ベース
Brandon Transit,Brandon Transit
Brandt (company),Brandt Zwieback-Schokoladen GmbH + Co. KG
Brantford Transit,Brantford Transit
Brastilo,"Brastilo, Inc."
Breuners Home Furnishings,Breuners Home Furnishings
Bricker & Eckler,Bricker & Eckler LLP
Bridgepoint Education,Bridgepoint Education
BrightSource Energy,"BrightSource Energy, Inc."
Brightmail,Brightmail Inc.
British India Corporation,British India Corporation
Brixton plc,Brixton plc
Broadjam,Broadjam Inc.
Brockville Transit,Brockville Transit
Browne Jacobson,Browne Jacobson
Brownsea Island Ferries Ltd,Brownsea Island Ferries Ltd
Brownswood Recordings,Brownswood Recordings
Brunswick Transit Alternative,Brunswick Transit Alternative
Bruny Island Premium Wines,Bruny Island Premium Wines
Brussels Enterprises Commerce and Industry,BECI - Brussels Enterprises Commerce & Industry
Bryggeriet Djævlebryg,Bryggeriet Djævlebryg
Brysam Global Partners,Brysam Global Partners
Brügger & Thomet,Brügger & Thomet AG
"Buchanan, Ingersoll & Rooney",Buchanan Ingersoll & Rooney PC
Buck Consultants,Buck Consultants
Budapest Aircraft Service,Budapest Aircraft Service
Buehler Foods,"Buehler Foods, Inc."
Bugler Coaches,Bugler Coaches
Bukta,Bukta
Bullfrog Power,Bullfrog Power
BullsEye Telecom,"BullsEye Telecom, Inc."
Bulthaup,Bulthaup GmbH & Co. KG
Bumi Resources,PT Bumi Resources Tbk.
Bunzl,Bunzl plc
Burges Salmon,Burges Salmon LLP
Burl's Aircraft,Burl's Aircraft
Burn Standard Company,Burn Standard Company Limited
Burning Flame III,Burning Flame III
Burning Flame III,烈火雄心3
Burundaiavia,Burundaiavia
BusinesSuites,"BusinesSuites, LP"
Busuu,Busuu Ltd
Butlers Café,Butlers Café
Bâloise,Bâloise Holding AG
Books4cars,Books4cars
BlackBerry Limited,BlackBerry Limited
Baan Corporation,The Baan Corporation
BC Tel,BC Tel
Berliet,Automobiles M. Berliet
"Bell Telephone Exchange Building (Powelton Village, Philadelphia, Pennsylvania)",Bell Telephone Exchange Building
Birchrunville General Store,Birchrunville General Store
BGF Ventures,BGF Ventures
Berliner-Kindl-Schultheiss-Brauerei,Berliner-Kindl-Schultheiss-Brauerei GmbH
Bridj,"Bridj, Inc."
Browne's Chop House,Browne's Chop House
B. Altman and Company,B. Altman and Company
Banco Pastor,"Banco Popular Pastor, S.A."
Bayan Productions,"Bayan Productions, Inc. (BPI)"
Bexleybus,Bexleybus
BioMérieux,bioMérieux
Black Jays,Black Jays
Bloch Brothers Tobacco Company,Bloch Brothers Tobacco Company
Bolloré,Bolloré S.A.
"Bombay, Baroda and Central India Railway","Bombay, Baroda and Central India Railway"
Boro'line Maidstone,Boro'line Maidstone
Brassland Records,Brassland
Bristow Norway,Bristow Norway
British Biotech,(LSE:BBGNasdaq:BBIOY)
British Biotech,British Biotech plc
Bryanston Distributing Company,Bryanston Distributing Company
Buckmobile,Buckmobile Company
Butterley Company,Butterley Company
Bank of the South,Bank of the South
Borjomi (water),Borjomi
Borjomi (water),ბორჯომი
Bank of Ayudhya,Bank of Ayudhya
Bastei Lübbe,Bastei Lübbe
Buitoni,Buitoni
Baliwag Transit,Baliwag Transit Inc.
Bank of New England,Bank of New England Corporation
Baxter Troutman,Baxter Troutman
Beat Factory,Beat Factory
Bernard Daly Educational Fund,Bernard Daly Educational Fund
Bickley-Warren Productions,Bickley-Warren Productions
Bits Studios,Bits Studios
Bradco Supply,Bradco Supply
Brussels Intercommunal Transport Company,Brussels Intercommunal Transport Company
Brussels Intercommunal Transport Company,Maatschappij voor het Intercommunaal Vervoer te Brussel (MIVB)
Brussels Intercommunal Transport Company,Société des Transports Intercommunaux de Bruxelles (STIB)
"Burr, Egan, Deleage & Co.","Burr, Egan, Deleage & Co."
Bynesruten,A/S Bynesruten
Banco Santander-Chile,Santander Chile Holding S.A.
BSA LifeStructures,BSA LifeStructures
Bank of Ottawa,Bank of Ottawa
Bechuanaland National Airways,Bechuanaland National Airways
Bestway,Bestway Group
Big Rapids Distribution,Big Rapids Distribution
Big Rig Records,Big Rig Records
Blessing the Children International,Blessing the Children International
Blue Mountain Brewery,Blue Mountain Brewery
Braathens Helikopter,Braathens Helikopter
British Tanker Company,British Tanker Company Limited
Brooks & Doxey,Brooks and Doxey
Buckley & Taylor,Buckley & Taylor
BuyWithMe,BuyWithMe
Bakrie Group,Bakrie Group.
Bamby Cars,Bamby
Baxalta,Baxalta
Belvision Studios,Belvision Studios
Bluemix,IBM Bluemix
BodyMap,BodyMap
Bridge of Independent Lists,Bridge of Independent Lists
Bridge of Independent Lists,Most nezavisnih lista
Brockmore Classic Replicas,Brockmore Classic Replicas
Bandon Capital Management,Bandon Capital Management LLC
Barovier & Toso,Barovier & Toso
Belaya Rus vodka,Belaya Rus
Bell Brand Snack Foods,"Bell Brand Snack Foods, Inc."
Beta 2 Limited,Beta 2 Limited
Blumberg Capital,Blumberg Capital
Boatyard Music & Film Studio,Boatyard Music & Film Studio
Bob Lord,Bob Lord
Bresnan Communications,Bresnan Communications
BrightTALK,BrightTALK
Bright Antenna,Bright Antenna
British Coachways,British Coachways
BuiltWith,BuiltWith.com
Bus Australia,Bus Australia
Buy Buy Baby,Buy Buy Baby
Banca Privada d'Andorra,Banca Privada d'Andorra
Banque nationale pour le commerce et l'industrie,Banque nationale pour le commerce et l'industrie
Barr Britvic Soft Drinks,Barr Britvic Soft Drinks plc
Berita Film Indonesia,Berita Film Indonesia
Brain Music,Brain Music
British Continental Airways,British Continental Airways
Bubble Bus Software,Bubble Bus Software
Bing Thom Architects,Bing Thom Architects
Brice Phillips,Brice Phillips
BBS Kraftfahrzeugtechnik,BBS Kraftfahrzeugtechnik AG
BCD Travel,BCD Travel
BCE Inc.,BCE Inc.
BC Card,BC Card
BC Card,(비씨카드)
BEC-TERO,BEC-TERO Entertainment Public Co. Ltd.
BEC Recordings,BEC Recordings
BEST Transport division,BEST Bus Service
BE Education,BE Education
BLM (law firm),BLM LLP
BMI Gaming,BMIGaming.com / BMI Gaming
BMI Healthcare,BMI Healthcare
BMI Regional,bmi regional
BMI Research,BMI Research
BT Consumer,BT Consumer
BT Financial Group,BT Financial Group
BT Global Services,BT Global Services plc
Backbone Entertainment,Backbone Entertainment
Badgerline,Badgerline Group plc
Baldwin Locomotive Works,Baldwin Locomotive Works
Baldwin Piano Company,Baldwin Piano Company
Banca Transilvania,Banca Transilvania S.A.
Banco Comercial Português,Banco Comercial Português S.A.
Banco Nacional de Crédito,Banco Nacional de Crédito C.A.
Banco de Crédito del Perú,Banco de Crédito del Perú
Bang! Records,Bang! Records
Bang (company),Bang
Bank Melli Iran,National Bank of Iran
Bank of Credit and Commerce International,Bank of Credit and Commerce International
Bank of North Carolina,Bank of North Carolina
Bank of Taiwan,Bank of Taiwan
Bank of Valletta,Bank of Valletta plc
Barrington Broadcasting,"Barrington Broadcasting Group, LLC"
Barton Transport,Barton Transport
Base (company),Base
Base CRM,Base CRM
Base FX,Base FX
Basho Technologies,"Basho Technologies, Inc."
Basis Technology Corp.,Basis Technology Corp.
Bata Shoes,Bata
Bath Iron Works,Bath Iron Works
Baton Rouge (restaurant),Bâton Rouge Steakhouse & Bar
Bay Area News Group,Bay Area News Group
